item_id,source_type,image_path,display_name,description,target_group,recommendation_role,normalized_category,product_family,normalized_color,color_detail,color_tone,normalized_pattern,section_theme,article_id,product_code,product_type_name,product_group_name,index_name,index_group_name,section_name,department_name,garment_group_name,image_relative_path
0575293006,catalog,data/processed/demo_images/057/0575293006.jpg,Elvis skinny trs,"Suit trousers in a cotton weave with stretch. Concealed hook-and-eye fastener, a zip fly, side pockets, jetted back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",men,bottom,trousers,lower_body,black,black,dark,solid,tailoring,575293006,575293,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser,Trousers,057\0575293006.jpg
0575442001,catalog,data/processed/demo_images/057/0575442001.jpg,Nova slim jaquard trs,"Suit trousers in a jacquard weave with a concealed button, hook-and-eye fastening and zip fly. Side pockets, jetted back pockets with a button and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette. For the matching jacket, search on 0575471.",men,bottom,trousers,lower_body,turquoise,turquoise,dusty light,jacquard,tailoring,575442001,575442,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser,Trousers,057\0575442001.jpg
0575451001,catalog,data/processed/demo_images/057/0575451001.jpg,Seven Trs,"Suit trousers in a slub-weave linen and wool blend containing some polyester with a concealed hook-and-eye fastening and zip fly. Side pockets, jetted back pockets with a button, and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,blue,dark blue,dark,melange,tailoring,575451001,575451,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser,Trousers,057\0575451001.jpg
0581178001,catalog,data/processed/demo_images/058/0581178001.jpg,Super Skinny Lowprice,5-pocket low-rise jeans in stretch denim with a zip fly and super-skinny legs.,men,bottom,trousers,lower_body,black,black,dark,denim,denim_men,581178001,581178,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0581178001.jpg
0581178007,catalog,data/processed/demo_images/058/0581178007.jpg,Super Skinny Lowprice,5-pocket low-rise jeans in stretch denim with a zip fly and super-skinny legs.,men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,denim_men,581178007,581178,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0581178007.jpg
0581178008,catalog,data/processed/demo_images/058/0581178008.jpg,Super Skinny Thrifty,5-pocket low-rise jeans in stretch denim with a zip fly and super-skinny legs.,men,bottom,trousers,lower_body,grey,grey,medium dusty,denim,denim_men,581178008,581178,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0581178008.jpg
0581178009,catalog,data/processed/demo_images/058/0581178009.jpg,Super Skinny Lowprice,5-pocket low-rise jeans in stretch denim with a zip fly and super-skinny legs.,men,bottom,trousers,lower_body,black,black,dark,denim,denim_men,581178009,581178,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0581178009.jpg
0581982001,catalog,data/processed/demo_images/058/0581982001.jpg,Simon Checked Trousers,"Suit trousers in a checked jacquard weave with an extended waistband with a concealed hook-and-eye fastener and zip fly. Side pockets, welt back pockets with a button and legs with creases and turn-ups. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,blue,dark blue,dark,check,contemporary_smart,581982001,581982,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Smart,Trouser,Trousers,058\0581982001.jpg
0581982002,catalog,data/processed/demo_images/058/0581982002.jpg,Simon Checked Trousers,"Suit trousers in a checked jacquard weave with an extended waistband with a concealed hook-and-eye fastener and zip fly. Side pockets, welt back pockets with a button and legs with creases and turn-ups. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,black,black,dark,check,contemporary_smart,581982002,581982,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Smart,Trouser,Trousers,058\0581982002.jpg
0582625005,catalog,data/processed/demo_images/058/0582625005.jpg,KOI relaxed trousers,"Trousers in an airy weave with elastication and a concealed drawstring at the waist. Zip fly with a concealed hook-and-eye fastener, side pockets and welt back pockets with a button. Slightly lower crotch and tapered legs with creases.",men,bottom,trousers,lower_body,khaki green,greenish khaki,dark,solid,men_edition,582625005,582625,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0582625005.jpg
0582625006,catalog,data/processed/demo_images/058/0582625006.jpg,KOI relaxed trousers,"Trousers in an airy weave with elastication and a concealed drawstring at the waist. Zip fly with a concealed hook-and-eye fastener, side pockets and welt back pockets with a button. Slightly lower crotch and tapered legs with creases.",men,bottom,trousers,lower_body,mole,beige,dusty light,solid,men_edition,582625006,582625,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0582625006.jpg
0582847001,catalog,data/processed/demo_images/058/0582847001.jpg,Slim Selvedge,"5-pocket slim-fit jeans in denim with stretch. Regular waist, button fly and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red and white selvedge that stops the fabric from unravelling.",men,bottom,trousers,lower_body,black,black,dark,denim,denim_men,582847001,582847,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0582847001.jpg
0582847002,catalog,data/processed/demo_images/058/0582847002.jpg,Slim Selvedge,"5-pocket slim-fit jeans in denim with stretch. Regular waist, button fly and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red and white selvedge that stops the fabric from unravelling.",men,bottom,trousers,lower_body,blue,dark blue,medium dusty,denim,denim_men,582847002,582847,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0582847002.jpg
0582847006,catalog,data/processed/demo_images/058/0582847006.jpg,Slim Selvedge,"5-pocket slim-fit jeans in denim with stretch. Regular waist, button fly and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red and white selvedge that stops the fabric from unravelling.",men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,denim_men,582847006,582847,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,058\0582847006.jpg
0584059001,catalog,data/processed/demo_images/058/0584059001.jpg,Psyloche,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,black,black,dark,solid,contemporary_street,584059001,584059,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Trouser,Trousers,058\0584059001.jpg
0584915003,catalog,data/processed/demo_images/058/0584915003.jpg,CARBON slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,black,black,dark,solid,men_edition,584915003,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915003.jpg
0584915009,catalog,data/processed/demo_images/058/0584915009.jpg,CARBON slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,blue,dark blue,dark,solid,men_edition,584915009,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915009.jpg
0584915011,catalog,data/processed/demo_images/058/0584915011.jpg,CARBON regular slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,brown,yellowish brown,medium dusty,solid,men_edition,584915011,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915011.jpg
0584915012,catalog,data/processed/demo_images/058/0584915012.jpg,CARBON regular slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,khaki green,greenish khaki,dark,solid,men_edition,584915012,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915012.jpg
0584915014,catalog,data/processed/demo_images/058/0584915014.jpg,CARBON slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,beige,beige,medium dusty,solid,men_edition,584915014,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915014.jpg
0584915015,catalog,data/processed/demo_images/058/0584915015.jpg,CARBON regular slacks cotto,"Chinos in stretch cotton twill with a regular waist, concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets with a button and slim, tapered legs.",men,bottom,trousers,lower_body,beige,dark beige,dark,solid,men_edition,584915015,584915,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584915015.jpg
0584916001,catalog,data/processed/demo_images/058/0584916001.jpg,HARVEST trousers,"Trousers in stretch cotton twill with elastication and a concealed drawstring at the waist, zip fly and a concealed hook-and-eye fastener. Side pockets, welt back pockets with a button, a slightly lower crotch and tapered legs with sewn-in creases.",men,bottom,trousers,lower_body,grey,light grey,dusty light,solid,men_edition,584916001,584916,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,058\0584916001.jpg
0586219001,catalog,data/processed/demo_images/058/0586219001.jpg,Psyloche denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,blue,light blue,light,denim,contemporary_street,586219001,586219,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Trouser,Trousers,058\0586219001.jpg
0586219005,catalog,data/processed/demo_images/058/0586219005.jpg,Psyloche denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,contemporary_street,586219005,586219,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Trouser,Trousers,058\0586219005.jpg
0586219008,catalog,data/processed/demo_images/058/0586219008.jpg,Psyloche denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,grey,dark grey,dark,denim,contemporary_street,586219008,586219,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Trouser,Trousers,058\0586219008.jpg
0586224001,catalog,data/processed/demo_images/058/0586224001.jpg,Clipper,"Joggers in cotton twill with an elasticated drawstring waist, zip fly and press-stud, side pockets and flap back pockets. Tapered legs with gathered seams and a zip at the hems.",men,bottom,trousers,lower_body,black,black,dark,solid,contemporary_street,586224001,586224,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Trouser,Trousers,058\0586224001.jpg
0586336001,catalog,data/processed/demo_images/058/0586336001.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,black,black,dark,color_block,contemporary_street,586336001,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336001.jpg
0586336003,catalog,data/processed/demo_images/058/0586336003.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,green,dark green,dark,color_block,contemporary_street,586336003,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336003.jpg
0586336005,catalog,data/processed/demo_images/058/0586336005.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,black,black,dark,color_block,contemporary_street,586336005,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336005.jpg
0586336006,catalog,data/processed/demo_images/058/0586336006.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,black,black,dark,color_block,contemporary_street,586336006,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336006.jpg
0586336007,catalog,data/processed/demo_images/058/0586336007.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,red,dark red,dark,color_block,contemporary_street,586336007,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336007.jpg
0586336010,catalog,data/processed/demo_images/058/0586336010.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,blue,dark blue,dark,color_block,contemporary_street,586336010,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336010.jpg
0586336011,catalog,data/processed/demo_images/058/0586336011.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,black,black,dark,color_block,contemporary_street,586336011,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336011.jpg
0586336013,catalog,data/processed/demo_images/058/0586336013.jpg,Alejandro Jogger,"Sports trousers in fabric with a slight sheen. Elasticated, drawstring waist, side pockets and an open back pocket. Tapered legs with sewn-in creases at the front and contrasting colour stripes down the sides.",men,bottom,trousers,lower_body,black,black,dark,color_block,contemporary_street,586336013,586336,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,058\0586336013.jpg
0587283003,catalog,data/processed/demo_images/058/0587283003.jpg,Olaf Cropped,"Suit trousers in a softly draping weave with an extended waistband, concealed hook-and-eye fastening and an adjustable tab with a metal fastener at the sides. Zip fly with a concealed button, side pockets, welt back pockets with a button, and slightly shorter legs with creases and turn-up hems. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,blue,dark blue,dark,melange,tailoring,587283003,587283,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser,Trousers,058\0587283003.jpg
0587283004,catalog,data/processed/demo_images/058/0587283004.jpg,Olaf Cropped,"Suit trousers in a softly draping weave with an extended waistband, concealed hook-and-eye fastening and an adjustable tab with a metal fastener at the sides. Zip fly with a concealed button, side pockets, welt back pockets with a button, and slightly shorter legs with creases and turn-up hems. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,black,black,dark,solid,tailoring,587283004,587283,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser,Trousers,058\0587283004.jpg
0588335001,catalog,data/processed/demo_images/058/0588335001.jpg,Joe Jeans,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and slim legs with sewn-in turn-ups.",men,bottom,trousers,lower_body,black,black,dark,denim,casual,588335001,588335,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Casual,Woven inactive from s1,Trousers,058\0588335001.jpg
0590373001,catalog,data/processed/demo_images/059/0590373001.jpg,Tobin trackpants,"Trousers in woven fabric with a sheen. Elastication and a concealed drawstring at the waist, zipped side pockets and a welt back pocket. Gently tapered legs with sewn-in creases, stripes down the sides and slits with two press-studs at the hems.",men,bottom,trousers,lower_body,black,black,dark,solid,men_project,590373001,590373,Trousers,Garment Lower body,Menswear,Menswear,Men Project,Projects,Unknown,059\0590373001.jpg
0591421001,catalog,data/processed/demo_images/059/0591421001.jpg,Ace Skinny 5-Pocket,"5-pocket jeans in stretch denim with a regular waist, zip fly and skinny legs with quilted sections on the knees.",men,bottom,trousers,lower_body,white,white,light,solid,contemporary_smart,591421001,591421,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Smart,Trouser,Trousers,059\0591421001.jpg
0591421002,catalog,data/processed/demo_images/059/0591421002.jpg,Ace Skinny 5-Pocket,"5-pocket jeans in stretch denim with a regular waist, zip fly and skinny legs with quilted sections on the knees.",men,bottom,trousers,lower_body,black,black,dark,solid,contemporary_smart,591421002,591421,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Smart,Trouser,Trousers,059\0591421002.jpg
0592063001,catalog,data/processed/demo_images/059/0592063001.jpg,SOIL 5pocket/slim-light blu,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and slim legs.",men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,men_edition,592063001,592063,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,059\0592063001.jpg
0593118001,catalog,data/processed/demo_images/059/0593118001.jpg,CNY Jogger,"Trousers in sturdy, printed sweatshirt fabric with an elasticated drawstring waist, welt side pockets and elasticated hems.",men,bottom,trousers,lower_body,black,black,dark,print,contemporary_street,593118001,593118,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,059\0593118001.jpg
0593751001,catalog,data/processed/demo_images/059/0593751001.jpg,Courtney Trouser,"Suit trousers in a woven wool blend with a concealed hook-and-eye fastening, zip fly, side pockets and welt back pockets. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",men,bottom,trousers,lower_body,blue,dark blue,dark,solid,tailoring,593751001,593751,Trousers,Garment Lower body,Menswear,Menswear,Men Suits & Tailoring,Trouser S&T,Trousers,059\0593751001.jpg
0594120002,catalog,data/processed/demo_images/059/0594120002.jpg,OAK JOGGERS,"Sweatpants in a relaxed fit with an elasticated drawstring waist and side pockets. Slightly lower crotch, and straight legs that taper to the hem.",men,bottom,trousers,lower_body,red,dark red,dark,solid,basics,594120002,594120,Trousers,Garment Lower body,Menswear,Menswear,Men Underwear,Basics,Jersey Basic,059\0594120002.jpg
0594511001,catalog,data/processed/demo_images/059/0594511001.jpg,Hound Jogger,"Joggers in cotton sweatshirt fabric with an elasticated drawstring waist, side pockets and a zip at the hems.",men,bottom,trousers,lower_body,grey,grey,medium dusty,melange,contemporary_street,594511001,594511,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,059\0594511001.jpg
0594994001,catalog,data/processed/demo_images/059/0594994001.jpg,CARBON wool slacks,"Trousers woven in an airy wool and linen weave with a regular waist, zip fly and concealed hook-and-eye fastener. Side pockets, welt back pockets with a button and slim legs.",men,bottom,trousers,lower_body,brown,yellowish brown,medium dusty,solid,men_edition,594994001,594994,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,059\0594994001.jpg
0595949004,catalog,data/processed/demo_images/059/0595949004.jpg,Printed Jogger,"Trousers in printed sweatshirt fabric with an elasticated drawstring waist, side pockets, a welt back pocket and elasticated hems. Soft brushed inside.",men,bottom,trousers,lower_body,green,dark green,dark,print,contemporary_street,595949004,595949,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,059\0595949004.jpg
0596275001,catalog,data/processed/demo_images/059/0596275001.jpg,Patrick Skinny Trs,"Tuxedo trousers in stretch cotton-blend satin with a zip fly and button, diagonal side pockets, jetted back pockets and side stripes down the legs. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",men,bottom,trousers,lower_body,black,black,dark,solid,men_other_2,596275001,596275,Trousers,Garment Lower body,Menswear,Menswear,Men Other 2,Denim wardrobe H&M man inactive from S.6,Unknown,059\0596275001.jpg
0596874001,catalog,data/processed/demo_images/059/0596874001.jpg,CLAY Selvedge - washed blue,"5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and button, and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling.",men,bottom,trousers,lower_body,blue,dark blue,medium,denim,men_edition,596874001,596874,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,059\0596874001.jpg
0597075001,catalog,data/processed/demo_images/059/0597075001.jpg,Donald trashed trs,"Trousers in a stretch, hole-patterned cotton weave with a concealed hook-and-eye fastening and zip fly. Side pockets, welt back pockets and straight-cut legs that taper gently to the hem.",men,bottom,trousers,lower_body,black,black,dark,patterned,men_project,597075001,597075,Trousers,Garment Lower body,Menswear,Menswear,Men Project,Local relevance,Unknown,059\0597075001.jpg
0597077001,catalog,data/processed/demo_images/059/0597077001.jpg,Saturnus twill trs,"Trousers in a textured weave with a regular waist, zip fly and button, side pockets, jetted back pockets and tapered legs.",men,bottom,trousers,lower_body,black,black,dark,solid,men_project,597077001,597077,Trousers,Garment Lower body,Menswear,Menswear,Men Project,Local relevance,Unknown,059\0597077001.jpg
0597221001,catalog,data/processed/demo_images/059/0597221001.jpg,56-Studio Pedro trs,"STUDIO COLLECTION. 5-pocket jacquard-patterned trousers in slub-weave cotton canvas with a regular waist, zip fly and gently tapering legs.",men,bottom,trousers,lower_body,white,light beige,dusty light,jacquard,men_project,597221001,597221,Trousers,Garment Lower body,Menswear,Menswear,Men Project,Local relevance,Unknown,059\0597221001.jpg
0597221003,catalog,data/processed/demo_images/059/0597221003.jpg,56-Studio Pedro trs,"STUDIO COLLECTION. 5-pocket jacquard-patterned trousers in slub-weave cotton canvas with a regular waist, zip fly and gently tapering legs.",men,bottom,trousers,lower_body,black,black,dark,jacquard,men_project,597221003,597221,Trousers,Garment Lower body,Menswear,Menswear,Men Project,Local relevance,Unknown,059\0597221003.jpg
0597421001,catalog,data/processed/demo_images/059/0597421001.jpg,SOIL 5pocket/rinse black,"5-pocket skinny-fit jeans in washed denim with stretch. Regular waist, zip fly and gently tapered legs.",men,bottom,trousers,lower_body,black,black,dark,denim,men_edition,597421001,597421,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,059\0597421001.jpg
0597454001,catalog,data/processed/demo_images/059/0597454001.jpg,SOIL 5pocket/slim-grey wash,"5-pocket skinny-fit jeans in washed denim with stretch. Regular waist, zip fly and tapered legs.",men,bottom,trousers,lower_body,grey,grey,medium dusty,denim,men_edition,597454001,597454,Trousers,Garment Lower body,Menswear,Menswear,Men Edition,Woven,Shirts,059\0597454001.jpg
0598841001,catalog,data/processed/demo_images/059/0598841001.jpg,Slim 5pkt LOGG,"5-pocket jeans in washed denim with a regular waist, button fly and slim legs.",men,bottom,trousers,lower_body,blue,dark blue,medium dusty,denim,denim_men,598841001,598841,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,059\0598841001.jpg
0598841002,catalog,data/processed/demo_images/059/0598841002.jpg,Slim 5pkt LOGG,"5-pocket jeans in washed denim with a regular waist, button fly and slim legs.",men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,denim_men,598841002,598841,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,059\0598841002.jpg
0599300002,catalog,data/processed/demo_images/059/0599300002.jpg,Jacob Cord 5-pkt,"5-pocket trousers in stretch cotton corduroy with a regular waist, zip fly and button, and skinny legs.",men,bottom,trousers,lower_body,khaki green,greenish khaki,dark,solid,contemporary_smart,599300002,599300,Trousers,Garment Lower body,Menswear,Menswear,Contemporary Smart,Trouser,Trousers,059\0599300002.jpg
0599407003,catalog,data/processed/demo_images/059/0599407003.jpg,Super Skinny Common,"5-pocket jeans in stretch denim with a regular waist, zip fly and skinny legs.",men,bottom,trousers,lower_body,grey,grey,medium dusty,denim,denim_men,599407003,599407,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,059\0599407003.jpg
0605516001,catalog,data/processed/demo_images/060/0605516001.jpg,Skinny 5pkt Malcolm 2,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,green,black,dark,denim,denim_men,605516001,605516,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0605516001.jpg
0605516004,catalog,data/processed/demo_images/060/0605516004.jpg,Skinny 5pkt Malcolm 2,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,blue,blue,light,denim,denim_men,605516004,605516,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0605516004.jpg
0605516005,catalog,data/processed/demo_images/060/0605516005.jpg,Skinny 5pkt Malcolm 2,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,blue,dark blue,medium dusty,denim,denim_men,605516005,605516,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0605516005.jpg
0605516008,catalog,data/processed/demo_images/060/0605516008.jpg,Skinny 5pkt Malcolm 2,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs.",men,bottom,trousers,lower_body,blue,light blue,dusty light,denim,denim_men,605516008,605516,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0605516008.jpg
0606322002,catalog,data/processed/demo_images/060/0606322002.jpg,Super Skinny Medieval,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,grey,light grey,dusty light,denim,denim_men,606322002,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322002.jpg
0606322003,catalog,data/processed/demo_images/060/0606322003.jpg,Super Skinny Medieval,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,blue,light blue,dusty light,denim,denim_men,606322003,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322003.jpg
0606322004,catalog,data/processed/demo_images/060/0606322004.jpg,Super Skinny Medieval,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,blue,light blue,dusty light,denim,denim_men,606322004,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322004.jpg
0606322005,catalog,data/processed/demo_images/060/0606322005.jpg,Super Skinny Medieval,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,blue,blue,light,denim,denim_men,606322005,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322005.jpg
0606322009,catalog,data/processed/demo_images/060/0606322009.jpg,Super Skinny Medieval,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,blue,blue,medium dusty,denim,denim_men,606322009,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322009.jpg
0606322010,catalog,data/processed/demo_images/060/0606322010.jpg,Super Skinny Midprice,"5-pocket, low-rise, skinny-fit jeans in stretch denim with a zip fly and super-skinny legs.",men,bottom,trousers,lower_body,blue,light blue,dusty light,denim,denim_men,606322010,606322,Trousers,Garment Lower body,Menswear,Menswear,Denim Men,Denim trousers,Trousers Denim,060\0606322010.jpg
